parameter,step,counts,bin_centers,bin_width
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,143000,"[ 1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
  1.  1.  2.  0.  1.  0.  0.  2.  3.  5. 16. 34. 46. 75. 72. 77. 64. 41.
 36. 13.  7.  3.  2.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-0.4068091  -0.39425537 -0.38170165 -0.36914796 -0.35659426 -0.3440405
 -0.33148682 -0.31893313 -0.30637938 -0.2938257  -0.281272   -0.26871824
 -0.25616455 -0.24361084 -0.23105714 -0.21850342 -0.20594972 -0.193396
 -0.1808423  -0.16828859 -0.15573488 -0.14318116 -0.13062745 -0.11807375
 -0.10552002 -0.09296632 -0.08041261 -0.06785889 -0.05530518 -0.04275148
 -0.03019777 -0.01764406 -0.00509034  0.00746337  0.02001707  0.03257078
  0.04512449  0.05767821  0.07023191  0.08278561  0.09533933  0.10789305
  0.12044674  0.13300046  0.14555418  0.15810788  0.1706616   0.18321532
  0.19576901  0.20832273  0.22087649  0.2334302   0.2459839   0.25853762
  0.27109134  0.28364503  0.29619876  0.30875248  0.32130617  0.3338599
  0.3464136   0.3589673   0.371521    0.38407475  0.39662844  0.40918213
  0.42173585  0.43428957  0.44684327  0.459397    0.4719507   0.4845044
  0.49705812  0.50961185  0.52216554  0.5347192   0.5472729   0.5598267
  0.5723804   0.5849341   0.5974878   0.6100415   0.6225952   0.63514894
  0.64770263  0.6602564   0.6728101   0.68536377  0.69791746  0.71047115
  0.7230249   0.73557866  0.74813235  0.76068604  0.77323973  0.7857934
  0.7983472   0.81090087  0.8234546   0.8360083 ]",0.01255372166633606
gpt_neox.layers.3.input_layernorm.weight,142000,"[ 3.  2.  2.  4.  2.  6.  5.  8.  3.  9.  4.  2.  5.  8.  6.  8. 11. 10.
  9. 15.  8. 11.  9. 13. 12. 11. 18. 19.  7. 15.  8. 13. 11. 11.  8. 11.
  8. 14. 14.  6.  5.  9.  6.  9. 13. 10.  9.  8.  5.  6.  6.  4.  3.  7.
  4.  4.  2.  5.  2.  2.  3.  3.  3.  3.  0.  1.  4.  2.  1.  1.  5.  1.
  1.  0.  0.  3.  1.  1.  0.  2.  2.  0.  1.  0.  0.  0.  0.  1.  1.  0.
  1.  1.  0.  0.  1.  0.  0.  0.  0.  1.]","[0.98016113 1.0010302  1.0218995  1.0427685  1.0636377  1.0845068
 1.105376   1.126245   1.1471143  1.1679833  1.1888525  1.2097217
 1.2305908  1.2514601  1.2723291  1.2931983  1.3140674  1.3349366
 1.3558056  1.3766749  1.3975439  1.4184132  1.4392822  1.4601514
 1.4810205  1.5018897  1.5227587  1.543628   1.5644971  1.5853662
 1.6062354  1.6271045  1.6479737  1.6688428  1.6897119  1.7105811
 1.7314502  1.7523193  1.7731886  1.7940576  1.8149269  1.8357959
 1.8566651  1.8775342  1.8984034  1.9192724  1.9401417  1.9610107
 1.98188    2.002749   2.0236182  2.0444875  2.0653563  2.0862255
 2.1070948  2.127964   2.1488328  2.169702   2.1905713  2.2114406
 2.2323093  2.2531786  2.2740479  2.294917   2.3157861  2.3366551
 2.3575244  2.3783937  2.3992627  2.4201317  2.441001   2.4618702
 2.4827392  2.5036082  2.5244775  2.5453467  2.566216   2.5870848
 2.607954   2.6288233  2.6496925  2.6705616  2.6914306  2.7122998
 2.733169   2.754038   2.774907   2.7957764  2.8166456  2.8375146
 2.8583837  2.879253   2.9001222  2.9209912  2.9418602  2.9627295
 2.9835987  3.0044677  3.0253367  3.046206  ]",0.020869135856628418
gpt_neox.layers.3.input_layernorm.weight,143000,"[ 3.  2.  2.  4.  2.  6.  6.  7.  3.  9.  4.  2.  5.  8.  7.  7. 11. 10.
  9. 15.  9. 10.  9. 13. 12. 11. 18. 19.  7. 15.  9. 12. 11. 11.  8. 11.
  8. 14. 14.  6.  5.  9.  6. 10. 12. 10. 11.  7.  3.  7.  6.  4.  3.  7.
  4.  4.  2.  5.  2.  2.  3.  4.  2.  3.  0.  1.  3.  2.  2.  1.  3.  3.
  1.  0.  0.  3.  1.  1.  0.  2.  2.  0.  1.  0.  0.  0.  0.  1.  1.  0.
  1.  1.  0.  0.  1.  0.  0.  0.  0.  1.]","[0.9806665 1.0015699 1.0224731 1.0433764 1.0642798 1.0851831 1.1060865
 1.1269897 1.1478931 1.1687964 1.1896996 1.210603  1.2315063 1.2524097
 1.273313  1.2942163 1.3151196 1.336023  1.3569263 1.3778296 1.3987329
 1.4196362 1.4405396 1.4614428 1.4823462 1.5032495 1.5241529 1.5450562
 1.5659595 1.5868628 1.6077662 1.6286694 1.6495727 1.6704761 1.6913794
 1.7122828 1.7331861 1.7540894 1.7749927 1.795896  1.8167993 1.8377026
 1.858606  1.8795093 1.9004127 1.9213159 1.9422193 1.9631226 1.984026
 2.0049293 2.0258324 2.0467358 2.067639  2.0885425 2.1094458 2.1303492
 2.1512523 2.1721559 2.193059  2.2139626 2.2348657 2.255769  2.2766724
 2.2975755 2.318479  2.3393822 2.3602858 2.3811889 2.4020925 2.4229956
 2.443899  2.4648023 2.4857054 2.506609  2.527512  2.5484157 2.5693188
 2.5902224 2.6111255 2.6320288 2.6529322 2.6738353 2.6947389 2.715642
 2.7365456 2.7574487 2.778352  2.7992554 2.8201585 2.841062  2.8619652
 2.8828688 2.9037719 2.9246755 2.9455786 2.966482  2.9873853 3.0082884
 3.029192  3.050095 ]",0.020903348922729492
gpt_neox.layers.3.input_layernorm.bias,142000,"[ 1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  1.  1.  2.  0.  0.  1.  2.  2.
  1.  4.  3.  2.  1.  0.  4.  3.  6.  3.  4.  4.  6. 13.  4.  4.  9. 12.
 12. 11.  8. 13.  9. 10. 20.  9. 13. 12. 10.  6. 10.  8.  8. 11. 15.  9.
 11.  6. 12. 17.  7. 13. 12.  6.  9. 12. 10. 10. 11.  9. 11.  7.  7.  7.
  2.  4.  2.  7.  3.  2.  5.  2.  5.  2.  4.  0.  1.  2.  2.  0.  0.  1.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.]","[-1.0050391  -0.9799609  -0.95488286 -0.9298047  -0.90472656 -0.87964845
 -0.85457027 -0.8294922  -0.80441403 -0.779336   -0.7542578  -0.7291797
 -0.70410156 -0.67902344 -0.6539453  -0.62886715 -0.6037891  -0.5787109
 -0.5536328  -0.5285547  -0.50347656 -0.4783984  -0.4533203  -0.42824218
 -0.40316406 -0.37808594 -0.35300782 -0.32792968 -0.30285153 -0.2777734
 -0.2526953  -0.22761717 -0.20253906 -0.17746094 -0.15238282 -0.1273047
 -0.10222656 -0.07714841 -0.05207029 -0.0269922  -0.00191408  0.02316409
  0.04824221  0.07332033  0.09839845  0.12347656  0.14855468  0.1736328
  0.19871098  0.2237891   0.24886715  0.27394527  0.29902345  0.32410157
  0.3491797   0.3742578   0.39933592  0.42441404  0.44949216  0.47457033
  0.49964845  0.5247265   0.5498047   0.5748828   0.5999609   0.6250391
  0.65011716  0.67519534  0.7002734   0.7253516   0.75042963  0.7755078
  0.8005859   0.82566404  0.8507422   0.8758203   0.90089846  0.9259765
  0.9510547   0.9761328   1.0012109   1.026289    1.0513672   1.0764453
  1.1015234   1.1266016   1.1516798   1.1767578   1.2018359   1.226914
  1.2519922   1.2770703   1.3021485   1.3272266   1.3523047   1.3773828
  1.4024609   1.4275391   1.4526172   1.4776952 ]",0.025078117847442627
gpt_neox.layers.3.input_layernorm.bias,143000,"[ 1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  1.  2.  1.  0.  0.  1.  3.  1.
  1.  4.  3.  2.  1.  0.  5.  2.  6.  3.  5.  3.  6. 13.  4.  4. 10. 12.
 11. 11.  8. 13.  9. 10. 20.  9. 13. 12. 10.  6. 10. 10.  6. 11. 15. 10.
 10.  6. 12. 17.  7. 13. 12.  6.  9. 12. 10. 10. 11.  9. 10.  8.  7.  7.
  2.  4.  2.  7.  3.  2.  5.  2.  5.  2.  4.  0.  1.  1.  3.  0.  0.  1.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.]","[-1.00502932e+00 -9.79931593e-01 -9.54833984e-01 -9.29736376e-01
 -9.04638648e-01 -8.79541039e-01 -8.54443312e-01 -8.29345703e-01
 -8.04248095e-01 -7.79150367e-01 -7.54052758e-01 -7.28955030e-01
 -7.03857422e-01 -6.78759754e-01 -6.53662086e-01 -6.28564477e-01
 -6.03466749e-01 -5.78369141e-01 -5.53271472e-01 -5.28173804e-01
 -5.03076196e-01 -4.77978498e-01 -4.52880830e-01 -4.27783161e-01
 -4.02685523e-01 -3.77587885e-01 -3.52490216e-01 -3.27392548e-01
 -3.02294880e-01 -2.77197242e-01 -2.52099603e-01 -2.27001935e-01
 -2.01904267e-01 -1.76806599e-01 -1.51708961e-01 -1.26611322e-01
 -1.01513654e-01 -7.64159858e-02 -5.13183177e-02 -2.62206793e-02
 -1.12301111e-03  2.39746571e-02  4.90722656e-02  7.41699338e-02
  9.92676020e-02  1.24365270e-01  1.49462938e-01  1.74560606e-01
  1.99658275e-01  2.24755883e-01  2.49853492e-01  2.74951100e-01
  3.00048769e-01  3.25146437e-01  3.50244105e-01  3.75341773e-01
  4.00439441e-01  4.25537109e-01  4.50634718e-01  4.75732386e-01
  5.00830054e-01  5.25927663e-01  5.51025391e-01  5.76122999e-01
  6.01220727e-01  6.26318336e-01  6.51415944e-01  6.76513672e-01
  7.01611280e-01  7.26709008e-01  7.51806617e-01  7.76904225e-01
  8.02001953e-01  8.27099562e-01  8.52197289e-01  8.77294898e-01
  9.02392507e-01  9.27490234e-01  9.52587843e-01  9.77685571e-01
  1.00278318e+00  1.02788091e+00  1.05297852e+00  1.07807612e+00
  1.10317385e+00  1.12827146e+00  1.15336919e+00  1.17846680e+00
  1.20356441e+00  1.22866213e+00  1.25375974e+00  1.27885747e+00
  1.30395508e+00  1.32905269e+00  1.35415041e+00  1.37924802e+00
  1.40434575e+00  1.42944336e+00  1.45454097e+00  1.47963870e+00]",0.025097668170928955
gpt_neox.layers.3.post_attention_layernorm.weight,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  2.
  0.  1.  1.  1.  2.  4.  2.  0.  3.  0.  4.  5.  2.  8.  6. 15. 11. 18.
 18. 20. 21. 22. 24. 20. 26. 31. 38. 34. 24. 20. 18. 18. 19. 12. 12.  6.
  7.  3.  7.  1.  2.  0.  1.  0.  0.  0.  2.  0.  2.  3.  2.  0.  0.  1.
  2.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.]","[0.640293   0.6552539  0.6702149  0.6851758  0.7001367  0.71509767
 0.73005855 0.74501956 0.75998044 0.77494144 0.7899023  0.8048633
 0.8198242  0.83478516 0.8497461  0.864707   0.879668   0.8946289
 0.9095898  0.9245508  0.9395117  0.95447266 0.96943355 0.98439455
 0.99935544 1.0143164  1.0292773  1.0442383  1.0591992  1.0741601
 1.0891211  1.104082   1.119043   1.1340039  1.1489649  1.1639258
 1.1788867  1.1938477  1.2088085  1.2237695  1.2387304  1.2536914
 1.2686523  1.2836132  1.2985742  1.3135351  1.3284961  1.343457
 1.358418   1.3733789  1.3883399  1.4033008  1.4182618  1.4332227
 1.4481837  1.4631445  1.4781055  1.4930664  1.5080273  1.5229883
 1.5379492  1.5529102  1.5678711  1.5828321  1.597793   1.6127539
 1.6277149  1.6426758  1.6576368  1.6725976  1.6875587  1.7025195
 1.7174804  1.7324414  1.7474023  1.7623633  1.7773242  1.7922852
 1.8072461  1.822207   1.837168   1.852129   1.8670899  1.8820508
 1.8970118  1.9119726  1.9269335  1.9418945  1.9568555  1.9718164
 1.9867773  2.0017383  2.0166993  2.03166    2.046621   2.061582
 2.0765429  2.091504   2.1064649  2.1214256 ]",0.014960944652557373
gpt_neox.layers.3.post_attention_layernorm.weight,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  2.
  0.  1.  1.  1.  2.  3.  3.  0.  3.  0.  4.  5.  1.  9.  6. 14.  9. 15.
 20. 21. 20. 24. 22. 20. 26. 34. 34. 39. 21. 23. 18. 14. 22. 11. 14.  6.
  6.  4.  6.  2.  2.  0.  1.  0.  0.  0.  2.  0.  2.  2.  3.  0.  0.  1.
  1.  2.  1.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  2.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.]","[0.640293   0.6552539  0.6702149  0.6851758  0.7001367  0.71509767
 0.73005855 0.74501956 0.75998044 0.77494144 0.7899023  0.8048633
 0.8198242  0.83478516 0.8497461  0.864707   0.879668   0.8946289
 0.9095898  0.9245508  0.9395117  0.95447266 0.96943355 0.98439455
 0.99935544 1.0143164  1.0292773  1.0442383  1.0591992  1.0741601
 1.0891211  1.104082   1.119043   1.1340039  1.1489649  1.1639258
 1.1788867  1.1938477  1.2088085  1.2237695  1.2387304  1.2536914
 1.2686523  1.2836132  1.2985742  1.3135351  1.3284961  1.343457
 1.358418   1.3733789  1.3883399  1.4033008  1.4182618  1.4332227
 1.4481837  1.4631445  1.4781055  1.4930664  1.5080273  1.5229883
 1.5379492  1.5529102  1.5678711  1.5828321  1.597793   1.6127539
 1.6277149  1.6426758  1.6576368  1.6725976  1.6875587  1.7025195
 1.7174804  1.7324414  1.7474023  1.7623633  1.7773242  1.7922852
 1.8072461  1.822207   1.837168   1.852129   1.8670899  1.8820508
 1.8970118  1.9119726  1.9269335  1.9418945  1.9568555  1.9718164
 1.9867773  2.0017383  2.0166993  2.03166    2.046621   2.061582
 2.0765429  2.091504   2.1064649  2.1214256 ]",0.014960944652557373
gpt_neox.layers.3.post_attention_layernorm.bias,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  1.  0.  0.  1.  1.  1.  0.
  1.  0.  0.  0.  0.  2.  1.  1.  2.  8.  3.  8.  8.  9. 14. 22. 20. 19.
 36. 17. 31. 26. 28. 28. 24. 23. 21. 28. 21. 18. 20. 16. 13.  6.  4.  4.
  1.  5.  7.  2.  1.  0.  0.  0.  2.  1.  0.  1.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-1.3911426  -1.3667872  -1.3424317  -1.3180761  -1.2937207  -1.2693653
 -1.2450098  -1.2206542  -1.1962988  -1.1719434  -1.1475879  -1.1232324
 -1.098877   -1.0745215  -1.050166   -1.0258105  -1.0014551  -0.9770996
 -0.9527441  -0.92838866 -0.9040332  -0.8796778  -0.85532224 -0.83096683
 -0.8066113  -0.7822559  -0.75790036 -0.73354495 -0.7091894  -0.684834
 -0.6604785  -0.63612306 -0.61176753 -0.5874121  -0.5630566  -0.5387012
 -0.51434565 -0.4899902  -0.46563473 -0.44127926 -0.4169238  -0.39256835
 -0.36821288 -0.3438574  -0.31950194 -0.29514647 -0.270791   -0.24643552
 -0.22208005 -0.19772458 -0.17336917 -0.1490137  -0.12465823 -0.10030276
 -0.07594728 -0.05159181 -0.02723634 -0.00288087  0.0214746   0.04583004
  0.07018551  0.09454098  0.11889645  0.14325193  0.1676074   0.19196287
  0.21631834  0.24067381  0.26502928  0.28938475  0.31374022  0.3380957
  0.36245117  0.38680664  0.4111621   0.43551758  0.45987305  0.48422852
  0.508584    0.53293943  0.5572949   0.5816504   0.60600585  0.6303613
  0.6547168   0.67907226  0.70342773  0.7277832   0.7521387   0.77649415
  0.80084956  0.8252051   0.8495605   0.87391603  0.89827144  0.922627
  0.9469824   0.9713379   0.9956934   1.0200489 ]",0.024355411529541016
gpt_neox.layers.3.post_attention_layernorm.bias,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  1.  0.  0.  1.  1.  1.  0.
  1.  0.  0.  0.  0.  2.  1.  1.  2.  8.  3.  9.  7. 10. 15. 22. 19. 18.
 36. 17. 32. 29. 25. 30. 21. 23. 21. 28. 22. 17. 20. 16. 14.  5.  4.  4.
  1.  5.  8.  1.  1.  0.  0.  0.  2.  1.  0.  1.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-1.3911328  -1.3667579  -1.3423828  -1.3180078  -1.2936327  -1.2692578
 -1.2448828  -1.2205079  -1.1961329  -1.1717578  -1.1473827  -1.1230078
 -1.0986328  -1.0742579  -1.0498829  -1.0255078  -1.0011328  -0.9767579
 -0.9523828  -0.92800784 -0.9036329  -0.8792578  -0.85488284 -0.8305079
 -0.8061328  -0.78175783 -0.75738287 -0.7330078  -0.7086328  -0.68425786
 -0.65988284 -0.6355078  -0.61113286 -0.58675784 -0.5623828  -0.53800786
 -0.5136329  -0.48925784 -0.46488285 -0.44050786 -0.41613284 -0.39175785
 -0.36738288 -0.34300786 -0.31863284 -0.29425788 -0.26988286 -0.24550784
 -0.22113287 -0.19675785 -0.17238277 -0.14800775 -0.12363279 -0.09925777
 -0.07488275 -0.05050778 -0.02613276 -0.00175774  0.02261722  0.04699221
  0.07136723  0.09574223  0.12011722  0.14449224  0.16886723  0.19324222
  0.21761721  0.2419922   0.26636723  0.29074222  0.3151172   0.3394922
  0.3638672   0.38824221  0.4126172   0.4369922   0.46136722  0.4857422
  0.5101172   0.53449225  0.5588672   0.5832422   0.60761726  0.6319922
  0.6563672   0.68074214  0.7051172   0.7294922   0.75386715  0.77824223
  0.8026172   0.82699215  0.85136724  0.8757422   0.90011716  0.92449224
  0.9488672   0.97324216  0.99761724  1.0219922 ]",0.024374961853027344
gpt_neox.layers.3.attention.query_key_value.weight,142000,"[2.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 2.00000e+00 2.00000e+00
 0.00000e+00 3.00000e+00 8.00000e+00 9.00000e+00 8.00000e+00 1.90000e+01
 1.70000e+01 2.50000e+01 2.70000e+01 2.60000e+01 4.60000e+01 4.40000e+01
 6.80000e+01 7.20000e+01 8.30000e+01 8.50000e+01 9.50000e+01 1.11000e+02
 1.30000e+02 1.64000e+02 1.83000e+02 1.84000e+02 1.79000e+02 1.98000e+02
 2.61000e+02 3.10000e+02 3.20000e+02 3.86000e+02 5.05000e+02 6.24000e+02
 7.92000e+02 1.03600e+03 1.34800e+03 1.72500e+03 2.21900e+03 2.70700e+03
 3.43100e+03 4.04100e+03 5.22700e+03 8.60800e+03 3.11550e+04 1.84064e+05
 3.89786e+05 9.72820e+04 1.75930e+04 6.77400e+03 4.56200e+03 3.76800e+03
 3.09300e+03 2.51800e+03 2.06700e+03 1.62200e+03 1.28200e+03 9.70000e+02
 7.26000e+02 5.90000e+02 4.26000e+02 4.18000e+02 3.36000e+02 2.81000e+02
 2.66000e+02 2.24000e+02 1.86000e+02 1.57000e+02 1.43000e+02 1.50000e+02
 1.13000e+02 9.70000e+01 6.80000e+01 7.20000e+01 5.40000e+01 6.00000e+01
 4.10000e+01 2.90000e+01 2.20000e+01 2.10000e+01 9.00000e+00 1.60000e+01
 1.10000e+01 1.40000e+01 7.00000e+00 7.00000e+00 7.00000e+00 4.00000e+00
 2.00000e+00 2.00000e+00 1.00000e+00 1.00000e+00 2.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 0.00000e+00 1.00000e+00]","[-1.7367237  -1.7004054  -1.6640869  -1.6277685  -1.5914502  -1.5551319
 -1.5188135  -1.4824951  -1.4461768  -1.4098585  -1.37354    -1.3372216
 -1.3009033  -1.264585   -1.2282667  -1.1919482  -1.1556299  -1.1193116
 -1.0829933  -1.0466747  -1.0103564  -0.9740381  -0.9377197  -0.9014014
 -0.8650831  -0.8287647  -0.7924464  -0.75612795 -0.7198096  -0.68349123
 -0.64717287 -0.6108545  -0.5745362  -0.53821784 -0.5018995  -0.46558112
 -0.42926276 -0.3929444  -0.35662603 -0.32030767 -0.2839893  -0.24767095
 -0.21135259 -0.17503422 -0.13871586 -0.1023975  -0.06607914 -0.02976084
  0.00655752  0.04287601  0.07919443  0.11551279  0.15183115  0.18814945
  0.22446781  0.26078618  0.29710454  0.3334229   0.36974126  0.40605962
  0.44237798  0.47869635  0.5150147   0.55133307  0.58765143  0.6239698
  0.66028816  0.6966065   0.7329248   0.7692432   0.80556154  0.8418799
  0.87819827  0.9145167   0.950835    0.9871534   1.0234717   1.0597901
  1.0961084   1.1324267   1.168745    1.2050636   1.2413819   1.2777002
  1.3140185   1.350337    1.3866553   1.4229736   1.4592919   1.4956104
  1.5319288   1.5682471   1.6045654   1.6408838   1.6772022   1.7135205
  1.7498388   1.7861573   1.8224757   1.858794  ]",0.036318302154541016
gpt_neox.layers.3.attention.query_key_value.weight,143000,"[2.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 2.00000e+00 2.00000e+00
 0.00000e+00 3.00000e+00 1.00000e+01 9.00000e+00 6.00000e+00 1.80000e+01
 1.90000e+01 2.50000e+01 2.50000e+01 2.80000e+01 4.60000e+01 4.20000e+01
 7.20000e+01 6.80000e+01 8.90000e+01 7.90000e+01 9.60000e+01 1.02000e+02
 1.39000e+02 1.64000e+02 1.84000e+02 1.81000e+02 1.77000e+02 1.97000e+02
 2.70000e+02 3.09000e+02 3.17000e+02 3.93000e+02 4.93000e+02 6.28000e+02
 7.74000e+02 1.03900e+03 1.35900e+03 1.68900e+03 2.16900e+03 2.77700e+03
 3.40400e+03 4.04300e+03 5.20400e+03 8.49600e+03 3.01980e+04 1.78407e+05
 3.92101e+05 1.00885e+05 1.82560e+04 6.85200e+03 4.58200e+03 3.77500e+03
 3.14600e+03 2.51500e+03 2.06800e+03 1.62100e+03 1.31100e+03 9.90000e+02
 7.17000e+02 5.93000e+02 4.37000e+02 4.02000e+02 3.42000e+02 2.89000e+02
 2.70000e+02 2.20000e+02 1.84000e+02 1.59000e+02 1.47000e+02 1.43000e+02
 1.25000e+02 9.00000e+01 7.10000e+01 7.20000e+01 5.60000e+01 5.50000e+01
 4.40000e+01 3.00000e+01 2.10000e+01 2.20000e+01 1.10000e+01 1.40000e+01
 1.00000e+01 1.60000e+01 7.00000e+00 7.00000e+00 7.00000e+00 3.00000e+00
 3.00000e+00 2.00000e+00 1.00000e+00 1.00000e+00 2.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 0.00000e+00 1.00000e+00]","[-1.7299658  -1.6938037  -1.6576416  -1.6214795  -1.5853174  -1.5491552
 -1.5129932  -1.4768311  -1.440669   -1.4045068  -1.3683448  -1.3321826
 -1.2960205  -1.2598584  -1.2236964  -1.1875342  -1.1513721  -1.1152099
 -1.0790479  -1.0428858  -1.0067236  -0.9705615  -0.9343995  -0.89823735
 -0.8620752  -0.8259131  -0.78975105 -0.7535889  -0.7174268  -0.6812647
 -0.6451026  -0.6089405  -0.57277834 -0.5366162  -0.5004541  -0.46429205
 -0.4281299  -0.39196783 -0.35580575 -0.31964362 -0.28348148 -0.24731934
 -0.21115726 -0.17499518 -0.13883305 -0.10267097 -0.06650889 -0.03034675
  0.00581539  0.04197752  0.07813966  0.1143018   0.15046394  0.18662608
  0.22278816  0.25895023  0.29511237  0.33127445  0.36743653  0.40359867
  0.4397608   0.47592294  0.512085    0.5482471   0.58440924  0.6205713
  0.6567334   0.69289553  0.72905767  0.7652198   0.8013819   0.83754396
  0.8737061   0.90986824  0.94603026  0.9821924   1.0183545   1.0545167
  1.0906787   1.1268408   1.163003    1.1991651   1.2353271   1.2714893
  1.3076514   1.3438135   1.3799756   1.4161377   1.4522998   1.488462
  1.524624    1.5607861   1.5969483   1.6331104   1.6692724   1.7054346
  1.7415967   1.7777588   1.8139209   1.850083  ]",0.03616213798522949
gpt_neox.layers.3.attention.query_key_value.bias,142000,"[  9.   9.  11.   9.  11.   3.   6.   1.   3.   3.   5.   2.   0.   3.
   4.   1.   2.   3.   1.   2.   2.   2.   2.   1.   1.   1.   0.   0.
   1.   0.   1.   3.   5.   2.   3.   4.   5.   2.   6.   2.   3.   2.
   3.   7.   6.   8.   6.  15.  76. 982. 100.  15.  15.  12.   6.   6.
   1.   2.   4.   8.   1.   5.   4.   4.   3.   4.   3.   3.   3.   5.
   1.   2.   1.   0.   1.   0.   2.   1.   1.   1.   2.   0.   0.   1.
   2.   2.   1.   4.   4.   7.   0.   4.   7.   4.   9.   6.   7.   6.
   8.   9.]","[-64.0975     -62.7925     -61.4875     -60.1825     -58.8775
 -57.5725     -56.2675     -54.9625     -53.6575     -52.3525
 -51.0475     -49.7425     -48.4375     -47.1325     -45.827503
 -44.522503   -43.217503   -41.912502   -40.607502   -39.3025
 -37.9975     -36.6925     -35.3875     -34.0825     -32.7775
 -31.4725     -30.167501   -28.862503   -27.557503   -26.252502
 -24.947502   -23.642502   -22.337502   -21.032501   -19.7275
 -18.4225     -17.1175     -15.812502   -14.5075035  -13.202503
 -11.897503   -10.592503    -9.287502    -7.982502    -6.6775017
  -5.3725014   -4.067501    -2.7625008   -1.4575024   -0.15250206
   1.1525021    2.4575024    3.7625008    5.067501     6.3725014
   7.6775017    8.982502    10.287502    11.592503    12.897503
  14.202503    15.5075035   16.812502    18.1175      19.4225
  20.7275      22.032501    23.337502    24.642502    25.947502
  27.252502    28.557503    29.862503    31.167501    32.4725
  33.7775      35.0825      36.3875      37.6925      38.9975
  40.3025      41.607502    42.912502    44.217503    45.522503
  46.827503    48.1325      49.4375      50.7425      52.0475
  53.3525      54.6575      55.9625      57.2675      58.5725
  59.8775      61.1825      62.4875      63.7925      65.0975    ]",1.3050003051757812
