parameter,step,counts,bin_centers,bin_width
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  1.
  0.  1.  0.  0.  0.  2.  0.  0.  0.  1.  4.  7. 13. 15. 30. 55. 52. 65.
 77. 55. 60. 32. 16.  6.  9.  0.  1.  1.  0.  4.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-0.42633668 -0.4142639  -0.40219116 -0.39011842 -0.37804565 -0.3659729
 -0.35390013 -0.3418274  -0.32975465 -0.31768188 -0.30560914 -0.29353637
 -0.28146362 -0.26939085 -0.2573181  -0.24524537 -0.2331726  -0.22109985
 -0.2090271  -0.19695434 -0.18488158 -0.17280883 -0.16073608 -0.14866333
 -0.13659057 -0.12451781 -0.11244506 -0.10037231 -0.08829956 -0.0762268
 -0.06415404 -0.05208129 -0.04000854 -0.02793579 -0.01586303 -0.00379027
  0.00828248  0.02035522  0.03242798  0.04450074  0.0565735   0.06864627
  0.08071902  0.09279177  0.10486451  0.11693725  0.12901002  0.1410828
  0.15315554  0.16522828  0.17730102  0.18937376  0.2014465   0.21351928
  0.22559205  0.23766479  0.24973753  0.26181027  0.27388304  0.2859558
  0.29802856  0.31010133  0.32217407  0.3342468   0.34631956  0.35839233
  0.3704651   0.38253784  0.39461058  0.40668333  0.4187561   0.43082887
  0.4429016   0.45497435  0.4670471   0.47911987  0.49119264  0.5032654
  0.5153381   0.52741086  0.53948367  0.55155635  0.56362915  0.57570195
  0.58777463  0.59984744  0.6119201   0.6239929   0.6360657   0.6481384
  0.6602112   0.6722839   0.6843567   0.6964295   0.7085022   0.720575
  0.73264766  0.74472046  0.75679326  0.76886594]",0.012072741985321045
gpt_neox.layers.3.input_layernorm.weight,142000,"[ 2.  7.  3.  2.  3.  3.  5.  4.  9.  2.  6.  4.  8.  5.  7.  6. 18. 12.
 14.  7.  6. 12. 10.  8. 11.  8. 10. 12.  8.  5. 13. 11. 12. 17.  9.  9.
  7.  8.  5.  8. 11. 11.  7. 10. 10. 11.  8.  6.  1. 11.  7.  5.  5.  6.
  7.  6.  3.  1.  4.  2.  3.  7.  7.  3.  5.  6.  2.  2.  1.  2.  3.  0.
  0.  6.  0.  1.  2.  1.  2.  3.  1.  0.  2.  1.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.]","[0.99915284 1.0179663  1.0367799  1.0555933  1.0744067  1.0932202
 1.1120336  1.1308472  1.1496606  1.1684742  1.1872876  1.2061011
 1.2249146  1.2437279  1.2625415  1.2813549  1.3001685  1.3189819
 1.3377954  1.3566089  1.3754224  1.3942358  1.4130492  1.4318628
 1.4506762  1.4694898  1.4883032  1.5071167  1.5259302  1.5447437
 1.5635571  1.5823705  1.6011841  1.6199975  1.638811   1.6576245
 1.676438   1.6952515  1.7140648  1.7328784  1.7516918  1.7705054
 1.7893188  1.8081323  1.8269458  1.8457593  1.8645728  1.8833861
 1.9021997  1.9210131  1.9398267  1.9586401  1.9774537  1.9962671
 2.0150805  2.033894   2.0527077  2.071521   2.0903344  2.109148
 2.1279614  2.146775   2.1655884  2.184402   2.2032154  2.2220287
 2.2408423  2.2596557  2.2784693  2.2972827  2.3160963  2.3349097
 2.353723   2.3725367  2.3913503  2.4101636  2.428977   2.4477906
 2.466604   2.4854174  2.504231   2.5230446  2.541858   2.5606713
 2.579485   2.5982983  2.6171117  2.6359253  2.654739   2.6735523
 2.6923656  2.7111793  2.7299926  2.748806   2.7676196  2.7864332
 2.8052466  2.82406    2.8428736  2.8616872 ]",0.018813490867614746
gpt_neox.layers.3.input_layernorm.weight,143000,"[ 2.  6.  4.  2.  3.  3.  5.  4.  9.  2.  6.  4.  8.  5.  6.  7. 17. 13.
 14.  7.  5. 14.  9.  8. 11.  8.  9. 13.  9.  4. 15. 10. 10. 17. 10.  9.
  7.  8.  5.  9.  9. 12.  7. 11.  9. 11.  8.  6.  1. 12.  5.  6.  5.  9.
  4.  6.  3.  1.  4.  2.  4.  6.  7.  4.  4.  6.  4.  0.  1.  3.  2.  0.
  1.  5.  0.  1.  2.  1.  2.  3.  1.  0.  2.  1.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.]","[0.99869627 1.0175732  1.0364501  1.0553272  1.0742041  1.093081
 1.111958   1.130835   1.1497118  1.1685889  1.1874659  1.2063427
 1.2252197  1.2440968  1.2629735  1.2818506  1.3007276  1.3196044
 1.3384814  1.3573585  1.3762352  1.3951123  1.4139893  1.4328661
 1.4517431  1.4706202  1.489497   1.508374   1.527251   1.546128
 1.5650048  1.5838819  1.6027589  1.6216357  1.6405127  1.6593897
 1.6782665  1.6971436  1.7160206  1.7348974  1.7537744  1.7726514
 1.7915282  1.8104053  1.8292823  1.8481591  1.8670361  1.8859131
 1.9047899  1.923667   1.942544   1.961421   1.9802978  1.9991748
 2.0180516  2.0369287  2.0558057  2.0746827  2.0935597  2.1124365
 2.1313133  2.1501904  2.1690674  2.1879444  2.2068214  2.2256982
 2.244575   2.263452   2.282329   2.301206   2.3200831  2.33896
 2.357837   2.3767138  2.3955908  2.4144678  2.4333448  2.4522216
 2.4710987  2.4899755  2.5088525  2.5277295  2.5466065  2.5654836
 2.5843604  2.6032372  2.6221142  2.6409912  2.6598682  2.6787453
 2.697622   2.716499   2.735376   2.754253   2.77313    2.792007
 2.8108838  2.8297608  2.8486376  2.8675146 ]",0.01887691020965576
gpt_neox.layers.3.input_layernorm.bias,142000,"[ 1.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.
  0.  2.  0.  1.  2.  1.  4.  0.  0.  5.  3.  1.  4.  2.  4. 14.  2.  5.
  8. 10.  6.  6. 11. 12. 14. 16. 14. 10. 13.  6. 14. 13. 14. 11.  6. 19.
 13. 11. 10. 15. 15. 12. 11. 10.  9. 11. 12. 18.  8.  7. 13.  2.  5.  6.
  9.  9.  9.  8.  3.  5.  2.  4.  1.  2.  1.  0.  2.  2.  2.  1.  1.  1.
  1.  0.  0.  0.  0.  1.  0.  0.  1.  1.]","[-1.3290675  -1.297749   -1.2664306  -1.2351123  -1.203794   -1.1724756
 -1.1411572  -1.1098388  -1.0785205  -1.0472021  -1.0158838  -0.98456544
 -0.9532471  -0.9219287  -0.89061034 -0.85929203 -0.8279736  -0.7966553
 -0.7653369  -0.73401856 -0.7027002  -0.67138183 -0.6400635  -0.6087451
 -0.5774268  -0.54610837 -0.51479006 -0.4834717  -0.45215335 -0.420835
 -0.38951662 -0.35819826 -0.32687992 -0.29556155 -0.2642432  -0.23292482
 -0.20160645 -0.17028809 -0.13896972 -0.10765135 -0.07633299 -0.04501468
 -0.01369631  0.01762205  0.04894042  0.08025879  0.11157715  0.14289552
  0.17421383  0.2055322   0.23685062  0.268169    0.2994873   0.33080566
  0.36212403  0.3934424   0.42476076  0.45607913  0.4873975   0.5187158
  0.55003417  0.58135253  0.6126709   0.64398926  0.67530763  0.706626
  0.73794436  0.76926273  0.8005811   0.8318994   0.86321783  0.89453614
  0.9258545   0.9571729   0.9884912   1.0198096   1.0511279   1.0824463
  1.1137646   1.145083    1.1764014   1.2077197   1.2390381   1.2703564
  1.3016748   1.3329931   1.3643115   1.3956299   1.4269483   1.4582666
  1.4895849   1.5209033   1.5522217   1.58354     1.6148584   1.6461768
  1.6774951   1.7088134   1.7401319   1.7714503 ]",0.0313183069229126
gpt_neox.layers.3.input_layernorm.bias,143000,"[ 1.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.
  0.  1.  1.  1.  2.  1.  4.  0.  0.  5.  3.  2.  3.  2.  4. 14.  2.  5.
  8. 10.  6.  7. 10. 12. 15. 15. 14. 10. 13.  6. 14. 13. 14. 11.  7. 18.
 13. 11. 10. 15. 16. 11. 11. 10.  9. 11. 12. 17.  9.  7. 12.  3.  5.  6.
  9.  9.  9.  8.  3.  5.  2.  4.  2.  1.  1.  0.  2.  2.  2.  1.  1.  1.
  1.  0.  0.  0.  0.  1.  0.  0.  1.  1.]","[-1.331958   -1.3005614  -1.269165   -1.2377687  -1.206372   -1.1749756
 -1.143579   -1.1121826  -1.0807862  -1.0493896  -1.0179932  -0.98659664
 -0.9552002  -0.9238037  -0.8924072  -0.86101073 -0.8296142  -0.7982178
 -0.76682127 -0.73542476 -0.7040283  -0.6726318  -0.64123535 -0.60983884
 -0.57844234 -0.5470458  -0.5156494  -0.48425287 -0.4528564  -0.4214599
 -0.39006343 -0.35866696 -0.32727045 -0.29587394 -0.2644775  -0.23308104
 -0.20168453 -0.17028803 -0.13889152 -0.10749507 -0.07609862 -0.04470211
 -0.0133056   0.0180909   0.04948741  0.08088386  0.11228031  0.14367682
  0.17507333  0.20646971  0.2378661   0.2692626   0.30065912  0.33205563
  0.36345208  0.39484853  0.42624503  0.45764154  0.48903805  0.52043456
  0.551831    0.58322746  0.61462396  0.6460205   0.677417    0.7088134
  0.7402099   0.7716064   0.8030029   0.83439934  0.86579585  0.89719236
  0.9285888   0.9599853   0.9913818   1.0227783   1.0541748   1.0855713
  1.1169677   1.1483643   1.1797607   1.2111572   1.2425537   1.2739501
  1.3053467   1.3367431   1.3681396   1.3995361   1.4309325   1.4623291
  1.4937255   1.5251222   1.5565186   1.587915    1.6193116   1.650708
  1.6821046   1.713501    1.7448974   1.776294  ]",0.03139650821685791
gpt_neox.layers.3.post_attention_layernorm.weight,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  2.  2.
  2.  0.  1.  1.  1.  7.  7.  6.  6. 17. 14. 17. 32. 16. 27. 48. 35. 32.
 33. 32. 27. 29. 23. 21. 12. 16.  4.  6.  5.  4.  5.  1.  4.  2.  1.  1.
  0.  0.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  1.  0.  1.
  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[0.6803442  0.69825923 0.7161743  0.7340894  0.7520044  0.7699194
 0.78783447 0.80574954 0.82366455 0.84157956 0.8594946  0.8774097
 0.8953247  0.9132397  0.9311547  0.94906986 0.96698487 0.9848999
 1.0028149  1.02073    1.038645   1.05656    1.074475   1.0923902
 1.1103052  1.1282202  1.1461352  1.1640502  1.1819654  1.1998804
 1.2177954  1.2357105  1.2536255  1.2715405  1.2894555  1.3073705
 1.3252856  1.3432007  1.3611157  1.3790307  1.3969458  1.4148608
 1.4327759  1.4506909  1.4686059  1.486521   1.504436   1.522351
 1.540266   1.5581812  1.5760962  1.5940113  1.6119263  1.6298413
 1.6477563  1.6656715  1.6835865  1.7015015  1.7194165  1.7373315
 1.7552466  1.7731616  1.7910767  1.8089918  1.8269068  1.8448218
 1.8627368  1.8806518  1.8985668  1.916482   1.934397   1.952312
 1.9702271  1.9881421  2.0060573  2.023972   2.0418873  2.059802
 2.0777173  2.0956323  2.1135473  2.1314626  2.1493773  2.1672926
 2.1852074  2.2031226  2.2210376  2.2389526  2.256868   2.2747827
 2.292698   2.3106127  2.328528   2.3464427  2.364358   2.382273
 2.400188   2.4181032  2.436018   2.4539332 ]",0.017915010452270508
gpt_neox.layers.3.post_attention_layernorm.weight,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  3.  1.
  2.  0.  1.  1.  3.  5.  5.  7.  8. 16. 16. 15. 29. 21. 28. 44. 39. 36.
 24. 34. 28. 28. 24. 21. 11. 16.  4.  8.  2.  5.  5.  1.  4.  2.  1.  1.
  0.  0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  1.  0.  1.
  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[0.6818115  0.69973147 0.71765137 0.73557127 0.7534912  0.7714111
 0.7893311  0.807251   0.8251709  0.84309083 0.86101073 0.8789307
 0.8968506  0.9147705  0.93269044 0.95061034 0.9685303  0.9864502
 1.0043702  1.02229    1.04021    1.0581298  1.0760498  1.0939698
 1.1118896  1.1298096  1.1477294  1.1656494  1.1835694  1.2014892
 1.2194092  1.2373291  1.255249   1.273169   1.2910888  1.3090088
 1.3269287  1.3448486  1.3627687  1.3806884  1.3986084  1.4165283
 1.4344482  1.4523683  1.470288   1.488208   1.506128   1.5240479
 1.5419679  1.5598876  1.5778077  1.5957274  1.6136475  1.6315674
 1.6494873  1.6674073  1.685327   1.7032471  1.721167   1.7390869
 1.7570069  1.7749267  1.7928467  1.8107666  1.8286865  1.8466065
 1.8645263  1.8824463  1.9003662  1.9182861  1.9362061  1.9541259
 1.9720459  1.9899659  2.0078857  2.0258057  2.0437255  2.0616455
 2.0795655  2.0974853  2.1154053  2.133325   2.151245   2.1691651
 2.187085   2.205005   2.2229247  2.2408447  2.2587647  2.2766845
 2.2946045  2.3125243  2.3304443  2.3483644  2.3662841  2.3842041
 2.402124   2.420044   2.437964   2.4558837 ]",0.01791989803314209
gpt_neox.layers.3.post_attention_layernorm.bias,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.
  0.  7.  2.  6.  2.  8. 11.  9. 10. 14. 14. 23. 21. 21. 18. 25. 25. 18.
 26. 35. 20. 25. 19. 21. 26. 11. 12. 18. 10.  8.  7.  6.  5.  7.  2.  1.
  4.  3.  1.  1.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-1.3574657  -1.3321631  -1.3068604  -1.2815576  -1.2562549  -1.2309521
 -1.2056494  -1.1803467  -1.155044   -1.1297412  -1.1044385  -1.0791358
 -1.053833   -1.0285304  -1.0032275  -0.9779248  -0.95262206 -0.92731935
 -0.9020166  -0.8767139  -0.8514111  -0.8261084  -0.8008057  -0.7755029
 -0.7502002  -0.7248975  -0.69959474 -0.67429197 -0.64898926 -0.62368655
 -0.5983838  -0.573081   -0.54777837 -0.5224756  -0.49717286 -0.47187012
 -0.4465674  -0.42126465 -0.3959619  -0.37065917 -0.34535646 -0.32005376
 -0.294751   -0.26944822 -0.24414551 -0.2188428  -0.19354004 -0.16823733
 -0.14293462 -0.11763185 -0.09232908 -0.06702632 -0.04172361 -0.0164209
  0.00888187  0.03418458  0.05948728  0.08479005  0.11009282  0.13539553
  0.16069824  0.18600097  0.21130371  0.23660645  0.2619092   0.28721192
  0.31251466  0.3378174   0.3631201   0.38842285  0.41372558  0.43902832
  0.46433106  0.4896338   0.51493657  0.5402393   0.565542    0.59084475
  0.61614746  0.64145017  0.66675293  0.69205564  0.7173584   0.7426611
  0.7679639   0.7932666   0.81856936  0.8438721   0.86917484  0.89447755
  0.91978025  0.945083    0.97038573  0.9956885   1.0209912   1.046294
  1.0715966   1.0968995   1.1222022   1.1475048 ]",0.025302767753601074
gpt_neox.layers.3.post_attention_layernorm.bias,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.
  0.  7.  3.  5.  2.  9. 11.  9.  9. 15. 15. 22. 21. 20. 20. 24. 25. 17.
 27. 35. 20. 24. 19. 21. 26. 13. 10. 18. 10.  8.  7.  6.  5.  7.  2.  1.
  4.  3.  1.  1.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-1.3564892  -1.3311865  -1.3058839  -1.280581   -1.2552783  -1.2299756
 -1.2046728  -1.1793702  -1.1540674  -1.1287646  -1.103462   -1.0781592
 -1.0528564  -1.0275538  -1.0022509  -0.97694826 -0.9516455  -0.9263428
 -0.90104    -0.8757373  -0.85043454 -0.82513183 -0.7998291  -0.77452636
 -0.74922365 -0.72392094 -0.6986182  -0.6733154  -0.6480127  -0.62271
 -0.5974072  -0.57210445 -0.5468018  -0.52149904 -0.4961963  -0.47089356
 -0.44559082 -0.4202881  -0.39498535 -0.3696826  -0.3443799  -0.3190772
 -0.29377443 -0.26847166 -0.24316895 -0.21786624 -0.19256347 -0.16726077
 -0.14195806 -0.11665529 -0.09135252 -0.06604975 -0.04074705 -0.01544434
  0.00985843  0.03516114  0.06046385  0.08576661  0.11106938  0.13637209
  0.1616748   0.18697754  0.21228027  0.23758301  0.26288575  0.2881885
  0.31349123  0.33879396  0.36409667  0.3893994   0.41470215  0.4400049
  0.46530762  0.49061036  0.5159131   0.54121584  0.56651855  0.5918213
  0.617124    0.6424267   0.6677295   0.6930322   0.718335    0.7436377
  0.76894045  0.79424316  0.8195459   0.84484863  0.8701514   0.8954541
  0.9207568   0.9460596   0.9713623   0.99666506  1.0219678   1.0472705
  1.0725732   1.0978761   1.1231787   1.1484814 ]",0.025302767753601074
gpt_neox.layers.3.attention.query_key_value.weight,142000,"[1.00000e+00 2.00000e+00 3.00000e+00 2.00000e+00 5.00000e+00 1.00000e+00
 7.00000e+00 8.00000e+00 1.00000e+01 9.00000e+00 1.30000e+01 2.00000e+01
 1.50000e+01 1.70000e+01 1.80000e+01 2.30000e+01 2.80000e+01 3.50000e+01
 4.40000e+01 5.70000e+01 6.50000e+01 7.80000e+01 1.14000e+02 1.36000e+02
 1.77000e+02 1.73000e+02 2.17000e+02 2.61000e+02 2.82000e+02 3.65000e+02
 3.69000e+02 4.34000e+02 4.77000e+02 5.91000e+02 6.41000e+02 7.24000e+02
 8.41000e+02 9.51000e+02 1.27300e+03 1.49200e+03 1.91200e+03 2.26800e+03
 2.84000e+03 3.46400e+03 4.15200e+03 4.89100e+03 6.09400e+03 9.00900e+03
 3.31250e+04 2.62370e+05 3.53193e+05 4.67500e+04 1.02880e+04 6.24000e+03
 5.21500e+03 4.17100e+03 3.50500e+03 2.69000e+03 2.25300e+03 1.75100e+03
 1.51400e+03 1.23900e+03 9.84000e+02 8.58000e+02 7.57000e+02 6.68000e+02
 5.47000e+02 5.15000e+02 4.42000e+02 4.15000e+02 3.30000e+02 3.12000e+02
 2.38000e+02 2.03000e+02 1.77000e+02 1.78000e+02 1.44000e+02 1.21000e+02
 8.10000e+01 9.50000e+01 7.70000e+01 6.40000e+01 6.70000e+01 5.40000e+01
 4.30000e+01 3.40000e+01 4.00000e+01 1.80000e+01 1.30000e+01 8.00000e+00
 6.00000e+00 5.00000e+00 5.00000e+00 7.00000e+00 1.00000e+00 4.00000e+00
 1.00000e+00 4.00000e+00 2.00000e+00 1.00000e+00]","[-2.0883203  -2.0462108  -2.0041015  -1.9619923  -1.9198828  -1.8777735
 -1.835664   -1.7935548  -1.7514453  -1.709336   -1.6672266  -1.6251173
 -1.5830078  -1.5408984  -1.4987891  -1.4566797  -1.4145703  -1.372461
 -1.3303516  -1.2882422  -1.2461329  -1.2040235  -1.1619141  -1.1198046
 -1.0776954  -1.0355859  -0.99347657 -0.9513672  -0.9092578  -0.86714846
 -0.8250391  -0.7829297  -0.74082035 -0.698711   -0.6566016  -0.61449224
 -0.57238287 -0.5302735  -0.48816413 -0.44605476 -0.4039454  -0.36183602
 -0.31972665 -0.27761728 -0.2355079  -0.19339854 -0.15128917 -0.10917974
 -0.06707036 -0.02496099  0.01714849  0.05925786  0.10136724  0.14347667
  0.18558604  0.2276954   0.26980478  0.31191415  0.35402352  0.3961329
  0.43824226  0.48035163  0.522461    0.56457037  0.60667974  0.6487891
  0.6908985   0.73300785  0.7751172   0.8172266   0.85933596  0.9014453
  0.9435547   0.98566407  1.0277734   1.0698829   1.1119921   1.1541016
  1.196211    1.2383204   1.2804297   1.3225391   1.3646485   1.4067578
  1.4488672   1.4909766   1.533086    1.5751953   1.6173048   1.659414
  1.7015235   1.7436328   1.7857423   1.8278515   1.869961    1.9120703
  1.9541798   1.996289    2.0383983   2.0805078 ]",0.04210948944091797
gpt_neox.layers.3.attention.query_key_value.weight,143000,"[1.00000e+00 2.00000e+00 3.00000e+00 2.00000e+00 5.00000e+00 2.00000e+00
 6.00000e+00 9.00000e+00 1.10000e+01 7.00000e+00 1.40000e+01 1.90000e+01
 1.70000e+01 2.00000e+01 1.80000e+01 2.30000e+01 2.90000e+01 3.50000e+01
 4.70000e+01 6.60000e+01 6.70000e+01 7.50000e+01 1.14000e+02 1.42000e+02
 1.75000e+02 1.81000e+02 2.23000e+02 2.73000e+02 2.71000e+02 3.64000e+02
 3.82000e+02 4.44000e+02 4.71000e+02 5.95000e+02 6.53000e+02 7.25000e+02
 8.42000e+02 9.64000e+02 1.31400e+03 1.49600e+03 1.92100e+03 2.29500e+03
 2.87900e+03 3.43500e+03 4.19000e+03 4.88600e+03 6.11100e+03 9.12600e+03
 3.47610e+04 2.73814e+05 3.42100e+05 4.46790e+04 1.01020e+04 6.19600e+03
 5.17800e+03 4.16700e+03 3.47700e+03 2.71800e+03 2.21800e+03 1.77100e+03
 1.48900e+03 1.26500e+03 9.76000e+02 8.55000e+02 7.59000e+02 6.75000e+02
 5.31000e+02 5.25000e+02 4.55000e+02 3.99000e+02 3.43000e+02 2.97000e+02
 2.57000e+02 2.10000e+02 1.78000e+02 1.69000e+02 1.55000e+02 1.23000e+02
 8.30000e+01 9.30000e+01 8.10000e+01 6.70000e+01 6.30000e+01 5.80000e+01
 4.20000e+01 3.40000e+01 4.00000e+01 1.90000e+01 1.50000e+01 7.00000e+00
 7.00000e+00 6.00000e+00 5.00000e+00 6.00000e+00 2.00000e+00 4.00000e+00
 2.00000e+00 3.00000e+00 2.00000e+00 1.00000e+00]","[-2.0747752  -2.03292    -1.9910645  -1.949209   -1.9073535  -1.8654981
 -1.8236425  -1.7817872  -1.7399316  -1.6980762  -1.6562207  -1.6143652
 -1.5725098  -1.5306543  -1.4887989  -1.4469433  -1.405088   -1.3632324
 -1.3213769  -1.2795215  -1.237666   -1.1958106  -1.153955   -1.1120996
 -1.0702441  -1.0283887  -0.9865332  -0.9446777  -0.9028222  -0.86096674
 -0.8191113  -0.77725583 -0.7354004  -0.6935449  -0.65168947 -0.609834
 -0.5679785  -0.526123   -0.48426753 -0.44241208 -0.40055662 -0.35870117
 -0.31684572 -0.2749902  -0.23313469 -0.19127923 -0.14942378 -0.10756832
 -0.06571281 -0.02385736  0.01799798  0.05985343  0.10170895  0.1435644
  0.18541986  0.22727531  0.26913083  0.31098634  0.3528418   0.39469725
  0.4365527   0.47840816  0.5202636   0.5621191   0.60397464  0.6458301
  0.68768555  0.729541    0.77139646  0.8132519   0.85510737  0.8969628
  0.93881834  0.98067385  1.0225294   1.0643847   1.1062403   1.1480956
  1.1899512   1.2318066   1.2736621   1.3155175   1.357373    1.3992286
  1.4410839   1.4829395   1.5247949   1.5666504   1.6085058   1.6503613
  1.6922169   1.7340722   1.7759278   1.8177831   1.8596387   1.9014941
  1.9433496   1.9852052   2.0270605   2.0689158 ]",0.041855573654174805
gpt_neox.layers.3.attention.query_key_value.bias,142000,"[  8.  15.   8.   6.   4.   5.   3.   5.   3.   2.   3.   5.   1.   2.
   6.   6.   1.   5.   6.   2.   2.   1.   6.   4.   1.   3.   1.   2.
   4.   3.   1.   2.   2.   3.   0.   2.   0.   1.   1.   1.   1.   5.
   6.   4.   1.   5.  10.  10.  55. 864. 257.  31.   9.   9.   4.   2.
   3.   2.   1.   2.   1.   0.   2.   1.   1.   1.   2.   1.   3.   1.
   1.   1.   3.   3.   1.   3.   2.   2.   2.   1.   3.   1.   6.   1.
   9.   3.   2.   1.   5.   4.   5.   5.   2.   1.   1.   3.   8.   7.
   9.  11.]","[-64.535      -63.23       -61.925      -60.62       -59.315
 -58.01       -56.705      -55.4        -54.095      -52.79
 -51.485      -50.18       -48.875      -47.57       -46.265003
 -44.960003   -43.655003   -42.350002   -41.045002   -39.74
 -38.435      -37.13       -35.825      -34.52       -33.215
 -31.91       -30.605001   -29.300003   -27.995003   -26.690002
 -25.385002   -24.080002   -22.775002   -21.470001   -20.165
 -18.86       -17.555      -16.250002   -14.9450035  -13.640003
 -12.335003   -11.030003    -9.725002    -8.420002    -7.1150017
  -5.8100014   -4.505001    -3.2000008   -1.8950024   -0.59000206
   0.71500206   2.0200024    3.3250008    4.630001     5.9350014
   7.2400017    8.545002     9.850002    11.155003    12.460003
  13.765003    15.0700035   16.375002    17.68        18.985
  20.29        21.595001    22.900002    24.205002    25.510002
  26.815002    28.120003    29.425003    30.730001    32.035
  33.34        34.645       35.95        37.255       38.56
  39.865       41.170002    42.475002    43.780003    45.085003
  46.390003    47.695       49.          50.305       51.61
  52.915       54.22        55.525       56.83        58.135
  59.44        60.745       62.05        63.355       64.66      ]",1.3050003051757812
gpt_neox.layers.3.attention.query_key_value.bias,143000,"[  8.  15.   8.   6.   4.   5.   3.   5.   3.   2.   4.   4.   1.   2.
   6.   6.   1.   6.   5.   2.   2.   1.   6.   4.   1.   2.   2.   2.
   4.   3.   1.   2.   2.   3.   0.   2.   0.   1.   1.   1.   1.   6.
   5.   4.   1.   5.  10.  10.  55. 865. 256.  31.   9.   9.   4.   2.
   3.   2.   1.   2.   1.   0.   2.   1.   1.   1.   2.   1.   3.   1.
   1.   1.   3.   3.   1.   3.   2.   2.   2.   1.   3.   1.   6.   1.
   9.   3.   2.   1.   5.   4.   5.   5.   2.   1.   1.   3.   8.   7.
   9.  11.]","[-64.59688    -63.290627   -61.984375   -60.678123   -59.371876
 -58.065624   -56.759377   -55.453125   -54.146873   -52.840626
 -51.534374   -50.228127   -48.921875   -47.615627   -46.309376
 -45.003124   -43.696877   -42.390625   -41.084377   -39.778126
 -38.471874   -37.165627   -35.859375   -34.553127   -33.246876
 -31.940626   -30.634377   -29.328125   -28.021875   -26.715626
 -25.409376   -24.103127   -22.796875   -21.490625   -20.184376
 -18.878126   -17.571877   -16.265625   -14.959375   -13.653126
 -12.346876   -11.040627    -9.734375    -8.428125    -7.121876
  -5.815626    -4.5093765   -3.203127    -1.8968773   -0.59062576
   0.71562576   2.0218773    3.328127     4.6343765    5.940626
   7.246876     8.553125     9.859375    11.165627    12.471876
  13.778126    15.084375    16.390625    17.696877    19.003126
  20.309376    21.615625    22.921875    24.228127    25.534376
  26.840626    28.146875    29.453125    30.759377    32.065628
  33.371876    34.678127    35.984375    37.290627    38.596874
  39.903126    41.209377    42.515625    43.821877    45.128124
  46.434376    47.740627    49.046875    50.353127    51.659374
  52.965626    54.271873    55.578125    56.884377    58.190624
  59.496876    60.803123    62.109375    63.415627    64.72188   ]",1.3062515258789062
